timestamp,temperature,humidity
2024-01-31,25.98664740875934,31.242300953272153
2024-02-29,29.675331363069716,55.53276821131034
2024-03-31,22.854185187629376,55.28745161217101
2024-04-30,11.595975371723139,87.07505549598028
2024-05-31,24.09040539060785,67.30034068335746
2024-06-30,20.306969935201877,58.85463457858438
2024-07-31,5.812237466188881,45.6479438652037
2024-08-31,9.817859879189786,72.9289540676183
2024-09-30,-5.055909447387417,37.56354254182526
2024-10-31,-8.70234940790934,85.64082462833576
2024-11-30,24.064282090444593,45.88340549987976
2024-12-31,18.55790608311896,62.776549402632725
